Date,Activity,Activity type,Unit,Amount executed
2025-12-28,Foundation pouring,Building,m3,4133.382963298819
2025-03-03,Laying steel rail,Railway,m,115.72634712417707
2025-08-18,Rolling/Tractor,Road,m2,4999.794441786232
2025-03-16,Removing trees,Building,m2,3861.2693779341307
2025-05-12,Coat preparation,Road,L,2980.516013925941
2025-11-16,Subbase application,Road,m2,4695.142768564394
2025-05-22,Cement making,Building,m3,2910.8141857423266
2025-02-15,Pavement,Road,m2,2639.1496482326916
2025-10-11,Coat preparation,Road,L,3934.258200911151
2025-01-09,Coat preparation,Road,L,695.5796535997266
2025-07-05,Subbase application,Road,m2,4388.365836265683
2025-09-22,Terrain leveling,Building,m3,414.4849066314171
2025-06-02,Anchorage,Railway,m2,1790.305441984817
2025-12-14,Ballast,Railway,m3,3027.808263225139
2025-04-23,Removing trees,Building,m2,1546.4328560885692
2025-04-07,Subbase application,Road,m2,4736.540563828105
2025-12-03,Terrain leveling,Building,m3,1613.9717313874357
2025-12-08,Pavement,Road,m2,4231.960974925623
2025-10-27,Anchorage,Railway,m2,793.0659695482267
2025-05-22,Subbase application,Road,m2,3984.103870764477
2025-11-10,Cement making,Building,m3,2951.861410178796
2025-09-29,Removing trees,Building,m2,2936.1929164238963
2025-06-07,Subbase application,Road,m2,2412.169908695786
2025-02-19,Cement making,Building,m3,3121.0437104570465
2025-02-20,Ballast,Railway,m3,4121.499952143134
2025-07-02,Iron mining,Railway,m3,1154.403086324469
2025-06-08,Coat preparation,Road,L,2578.5177948119886
2025-03-02,Subbase application,Road,m2,2272.787858708058
2025-08-30,Laying steel rail,Railway,m,2779.9416125346547
2025-07-16,Walling,Building,m2,453.3784796598334
2025-06-07,Coat preparation,Road,L,3530.9399192123446
2025-11-02,Terrain leveling,Building,m3,1486.5994515700131
2025-11-02,Ballast,Railway,m3,168.66295717614997
2025-12-22,Terrain leveling,Building,m3,3645.704349580775
2025-07-22,Pavement,Road,m2,1246.7939779406329
2025-10-15,Ballast,Railway,m3,4711.39120277409
2025-11-30,Rolling/Tractor,Road,m2,3722.090159910905
2025-03-11,Ballast,Railway,m3,2634.508290259212
2025-11-19,Coat preparation,Road,L,2172.742773950887
2025-11-24,Ballast,Railway,m3,549.413525187416
2025-07-25,Removing trees,Building,m2,1110.894878103102
2025-08-16,Iron mining,Railway,m3,4349.581057435493
2025-08-10,Ballast,Railway,m3,1372.523581648689
2025-02-16,Iron mining,Railway,m3,1692.506623944328
2025-06-06,Removing trees,Building,m2,3268.736162882424
2025-05-20,Iron mining,Railway,m3,371.6485398782865
2025-07-31,Removing trees,Building,m2,3851.813049438789
2025-03-24,Removing trees,Building,m2,4159.706935930296
2025-07-15,Laying steel rail,Railway,m,4522.411716159225
2025-09-17,Cement making,Building,m3,1842.540219021833
2025-04-13,Cement making,Building,m3,3813.451164029828
2025-07-03,Terrain leveling,Building,m3,1500.8501316846073
2025-12-12,Rolling/Tractor,Road,m2,4610.422716520529
2025-11-15,Cement making,Building,m3,4603.72872967715
2025-01-10,Pavement,Road,m2,3183.2053715774928
2025-09-14,Iron mining,Railway,m3,3022.41485591901
2025-01-16,Rolling/Tractor,Road,m2,133.74472685632577
2025-02-17,Iron mining,Railway,m3,194.19329974346812
2025-08-23,Laying steel rail,Railway,m,926.9163206261977
2025-08-28,Terrain leveling,Building,m3,3827.2027166661787
2025-02-28,Anchorage,Railway,m2,1835.1366677561243
2025-03-28,Pavement,Road,m2,1370.7818348788564
2025-09-15,Walling,Building,m2,3454.285133926537
2025-09-29,Terrain leveling,Building,m3,3038.551113103083
2025-06-14,Iron mining,Railway,m3,4049.6083316893178
2025-09-01,Cement making,Building,m3,1190.22787134395
2025-06-30,Rolling/Tractor,Road,m2,3772.7217922491977
2025-03-23,Rolling/Tractor,Road,m2,2.62803197375705
2025-12-15,Pavement,Road,m2,3708.706733419351
2025-10-16,Foundation pouring,Building,m3,2411.7025593861945
2025-11-19,Coat preparation,Road,L,3016.59181258625
2025-04-04,Iron mining,Railway,m3,1528.9585149964007
2025-12-08,Coat preparation,Road,L,3415.0707303444533
2025-06-03,Foundation pouring,Building,m3,4042.2570522691053
2025-04-28,Walling,Building,m2,2532.8598440304545
2025-12-13,Rolling/Tractor,Road,m2,1339.684606454134
2025-09-27,Pavement,Road,m2,1331.2397908498385
2025-11-01,Removing trees,Building,m2,4254.742601295616
2025-11-22,Iron mining,Railway,m3,2853.545188517499
2025-12-20,Removing trees,Building,m2,852.1627412209332
2025-04-16,Cement making,Building,m3,4947.997715168814
2025-10-23,Cement making,Building,m3,3658.7648489112344
2025-07-24,Rolling/Tractor,Road,m2,2628.5656712327104
2025-02-14,Cement making,Building,m3,3217.351599520481
2025-08-06,Foundation pouring,Building,m3,1212.5630954354942
2025-04-09,Pavement,Road,m2,4999.961570751008
2025-04-26,Rolling/Tractor,Road,m2,929.4630931298659
2025-02-06,Walling,Building,m2,178.04956854539589
2025-04-29,Laying steel rail,Railway,m,2005.735961456116
2025-04-01,Terrain leveling,Building,m3,4801.36694256073
2025-01-13,Walling,Building,m2,265.1655628955346
2025-10-06,Ballast,Railway,m3,3796.386603813283
2025-09-16,Removing trees,Building,m2,1559.6414646629576
2025-03-26,Cement making,Building,m3,4242.851400642635
2025-06-19,Foundation pouring,Building,m3,175.35729993926162
2025-08-17,Iron mining,Railway,m3,2429.0829755575583
2025-11-06,Pavement,Road,m2,1104.0061835496901
2025-06-03,Pavement,Road,m2,700.6047718836455
2025-09-10,Ballast,Railway,m3,2385.189361156544
2025-09-17,Iron mining,Railway,m3,2501.8339462394806
2025-05-12,Walling,Building,m2,818.9386359008938
2025-06-07,Subbase application,Road,m2,2838.3548659977946
2025-01-13,Foundation pouring,Building,m3,3216.9798661637265
2025-11-20,Iron mining,Railway,m3,4650.783778897881
2025-03-08,Rolling/Tractor,Road,m2,55.975000767994885
2025-09-03,Foundation pouring,Building,m3,955.4920459688703
2025-02-26,Foundation pouring,Building,m3,2260.216251174626
2025-08-01,Subbase application,Road,m2,4659.403446653992
2025-04-14,Walling,Building,m2,3766.6915022231083
2025-03-22,Ballast,Railway,m3,454.4951957517335
2025-11-11,Laying steel rail,Railway,m,3200.5854667242565
2025-02-08,Walling,Building,m2,1323.187354021571
2025-07-26,Anchorage,Railway,m2,1149.4729601741842
2025-01-19,Foundation pouring,Building,m3,4791.0326926034595
2025-07-26,Ballast,Railway,m3,3201.9220411384563
2025-03-12,Foundation pouring,Building,m3,4922.436929865189
2025-05-04,Rolling/Tractor,Road,m2,1690.0647571120348
2025-07-26,Anchorage,Railway,m2,114.83683395184573
2025-03-12,Coat preparation,Road,L,1321.880199127154
2025-01-19,Terrain leveling,Building,m3,1374.999235599969
2025-02-21,Pavement,Road,m2,4030.3287150350848
2025-11-10,Anchorage,Railway,m2,1997.928594508805
2025-10-20,Ballast,Railway,m3,4122.7961849758385
2025-01-11,Walling,Building,m2,3376.181965940753
2025-09-15,Removing trees,Building,m2,4452.156477741809
2025-07-13,Subbase application,Road,m2,178.99466935980712
2025-10-22,Coat preparation,Road,L,2913.6251956624587
2025-02-08,Pavement,Road,m2,912.1663682174019
2025-03-28,Walling,Building,m2,4209.788407865934
2025-12-25,Rolling/Tractor,Road,m2,128.69585742585065
2025-02-03,Walling,Building,m2,1926.9989796742327
2025-10-06,Walling,Building,m2,4456.0913638412985
2025-01-23,Coat preparation,Road,L,3483.822289440206
2025-12-01,Ballast,Railway,m3,460.4124983098268
2025-12-29,Coat preparation,Road,L,197.36399402594418
2025-04-04,Anchorage,Railway,m2,4922.584851384077
2025-02-11,Pavement,Road,m2,4363.986196339804
2025-02-18,Laying steel rail,Railway,m,2774.4090431162654
2025-06-24,Walling,Building,m2,1961.826333011238
2025-12-24,Iron mining,Railway,m3,66.86793061109475
2025-06-19,Anchorage,Railway,m2,995.2871136596314
2025-02-16,Cement making,Building,m3,430.627033959301
2025-03-18,Iron mining,Railway,m3,1054.7413694998843
2025-11-15,Anchorage,Railway,m2,2468.6610181985584
2025-06-27,Foundation pouring,Building,m3,1843.4394785593279
2025-10-26,Subbase application,Road,m2,4996.290807316148
2025-10-23,Iron mining,Railway,m3,4010.250708213155
2025-06-29,Ballast,Railway,m3,4538.971717301646
2025-12-01,Coat preparation,Road,L,1950.5131478848004
2025-06-05,Walling,Building,m2,3709.238785583584
2025-10-20,Laying steel rail,Railway,m,4423.884256180698
2025-04-23,Laying steel rail,Railway,m,1129.4450898056045
2025-06-02,Coat preparation,Road,L,2060.5323345309503
2025-11-10,Coat preparation,Road,L,3236.367605054969
2025-02-09,Pavement,Road,m2,2555.007913767462
2025-01-05,Coat preparation,Road,L,309.3101951800592
2025-10-20,Anchorage,Railway,m2,1597.2931170602294
2025-03-17,Coat preparation,Road,L,4288.805934786647
2025-05-10,Iron mining,Railway,m3,4176.31167807773
2025-08-05,Terrain leveling,Building,m3,2704.056740927385
2025-06-03,Rolling/Tractor,Road,m2,3672.960032534176
2025-07-08,Coat preparation,Road,L,3281.407376007327
2025-06-22,Laying steel rail,Railway,m,1294.6982331486295
2025-01-30,Ballast,Railway,m3,4462.828546145044
2025-09-01,Iron mining,Railway,m3,2596.0373332064487
2025-11-10,Coat preparation,Road,L,1193.8823460148328
2025-04-11,Foundation pouring,Building,m3,4579.843684271917
2025-11-15,Terrain leveling,Building,m3,3438.120663773866
2025-11-08,Terrain leveling,Building,m3,2731.1017307576267
2025-08-27,Rolling/Tractor,Road,m2,1104.3618466940625
2025-12-27,Anchorage,Railway,m2,3142.3698863024774
2025-06-04,Rolling/Tractor,Road,m2,2521.720250132161
2025-02-02,Coat preparation,Road,L,2040.2233420377381
2025-05-24,Iron mining,Railway,m3,4523.416695062233
2025-11-15,Rolling/Tractor,Road,m2,1702.9771402811689
2025-04-28,Pavement,Road,m2,3284.931353851685
2025-12-25,Coat preparation,Road,L,4207.288448694396
2025-07-26,Rolling/Tractor,Road,m2,2657.527909337091
2025-03-17,Anchorage,Railway,m2,3187.054845017509
2025-03-09,Coat preparation,Road,L,2118.9759357421162
2025-07-11,Coat preparation,Road,L,4911.476954020624
2025-11-27,Foundation pouring,Building,m3,2075.732921632335
2025-01-07,Subbase application,Road,m2,1366.1981090508996
2025-07-28,Walling,Building,m2,4963.0655402534185
2025-03-28,Removing trees,Building,m2,574.9393618801118
2025-04-24,Ballast,Railway,m3,4941.65045341419
2025-02-16,Walling,Building,m2,3348.724435234895
2025-09-06,Pavement,Road,m2,442.9887024698681
2025-06-27,Coat preparation,Road,L,1762.2531779156152
2025-07-26,Cement making,Building,m3,2005.3086543683319
2025-12-21,Cement making,Building,m3,495.6983384404051
2025-02-06,Ballast,Railway,m3,4822.16092515302
2025-07-17,Walling,Building,m2,3355.530402475244
2025-09-01,Pavement,Road,m2,1925.183307639372
2025-11-16,Removing trees,Building,m2,3707.134413149404
2025-09-17,Rolling/Tractor,Road,m2,589.9363022070386
2025-04-30,Subbase application,Road,m2,4669.086115011727
2025-08-31,Coat preparation,Road,L,3210.5737888205954
2025-04-06,Cement making,Building,m3,4984.9659238996555
2025-12-03,Walling,Building,m2,3778.5805864119134
2025-11-09,Anchorage,Railway,m2,4801.367064435061
2025-02-16,Iron mining,Railway,m3,137.92742741250365
2025-06-10,Walling,Building,m2,1735.027879475534
2025-06-19,Anchorage,Railway,m2,3210.657382567
2025-07-07,Iron mining,Railway,m3,1749.3770399014468
2025-11-28,Pavement,Road,m2,1401.9431473017962
2025-06-02,Iron mining,Railway,m3,3419.717923977516
2025-08-25,Iron mining,Railway,m3,2832.6810002163643
2025-02-23,Iron mining,Railway,m3,3132.12923281779
2025-06-25,Laying steel rail,Railway,m,13.265704925745636
2025-01-31,Iron mining,Railway,m3,1916.1649364201805
2025-08-02,Removing trees,Building,m2,1088.7407268419374
2025-04-13,Anchorage,Railway,m2,1784.6874535785978
2025-01-29,Removing trees,Building,m2,49.30774803105442
2025-01-28,Removing trees,Building,m2,2271.6440660333883
2025-09-09,Ballast,Railway,m3,3929.4028513860835
2025-06-20,Foundation pouring,Building,m3,993.1560989253824
2025-12-14,Iron mining,Railway,m3,303.21260564789065
2025-06-02,Walling,Building,m2,4478.647712506403
2025-01-04,Laying steel rail,Railway,m,536.5480086496044
2025-11-10,Cement making,Building,m3,1743.508532628021
2025-08-05,Walling,Building,m2,1658.197830206648
2025-10-21,Iron mining,Railway,m3,4416.430027598448
2025-03-11,Coat preparation,Road,L,3173.904115643718
2025-01-08,Walling,Building,m2,3053.441476771928
2025-11-30,Subbase application,Road,m2,4140.496853534168
2025-04-04,Anchorage,Railway,m2,3224.0096225367374
2025-07-05,Pavement,Road,m2,4745.885680570711
2025-10-23,Iron mining,Railway,m3,1246.4739465540692
2025-10-09,Rolling/Tractor,Road,m2,1073.8402625105998
2025-07-19,Rolling/Tractor,Road,m2,4081.529766034589
2025-01-14,Iron mining,Railway,m3,4663.951787517472
2025-02-23,Foundation pouring,Building,m3,4911.30627872252
2025-08-08,Coat preparation,Road,L,1571.8979391329085
2025-08-07,Laying steel rail,Railway,m,3682.5370035528804
2025-03-07,Removing trees,Building,m2,480.0476696746553
2025-02-07,Subbase application,Road,m2,4266.985343601341
2025-09-01,Removing trees,Building,m2,3762.3276167569074
2025-08-11,Laying steel rail,Railway,m,2579.154674132105
2025-11-11,Rolling/Tractor,Road,m2,4450.79445762841
2025-10-05,Ballast,Railway,m3,1725.719173602771
2025-06-21,Cement making,Building,m3,4637.052475015373
2025-06-23,Laying steel rail,Railway,m,4075.2932979317725
2025-03-22,Anchorage,Railway,m2,743.9460266035658
2025-12-17,Terrain leveling,Building,m3,4610.2184829430425
2025-11-11,Coat preparation,Road,L,3268.11747362032
2025-07-22,Anchorage,Railway,m2,429.94914605291757
2025-02-05,Pavement,Road,m2,390.23095819469665
2025-09-04,Foundation pouring,Building,m3,1241.2316263282396
2025-01-03,Cement making,Building,m3,2316.950911929799
2025-07-06,Cement making,Building,m3,2813.313142163972
2025-10-13,Pavement,Road,m2,2319.049077696883
2025-09-11,Cement making,Building,m3,2963.4812879942624
2025-08-12,Laying steel rail,Railway,m,3297.0815890902954
2025-06-26,Ballast,Railway,m3,2732.81992147845
2025-04-13,Foundation pouring,Building,m3,4895.597168745629
2025-09-26,Subbase application,Road,m2,2124.4984541126732
2025-02-23,Laying steel rail,Railway,m,3926.3435085794995
2025-05-14,Laying steel rail,Railway,m,2514.435303108537
2025-09-27,Coat preparation,Road,L,3299.8447111142004
2025-11-25,Removing trees,Building,m2,4560.8882596997555
2025-02-22,Walling,Building,m2,1124.3221102296447
2025-06-28,Removing trees,Building,m2,886.3911393018548
2025-05-15,Iron mining,Railway,m3,3854.386536153832
2025-11-06,Removing trees,Building,m2,4780.3512531443175
2025-09-14,Cement making,Building,m3,774.2731254467533
2025-06-19,Cement making,Building,m3,1768.2446142380231
2025-08-15,Coat preparation,Road,L,2018.5488307263176
2025-11-08,Foundation pouring,Building,m3,2755.3247224748047
2025-01-26,Anchorage,Railway,m2,275.97592174571804
2025-05-01,Removing trees,Building,m2,17.549004203699646
2025-08-29,Subbase application,Road,m2,1220.2256186675143
2025-03-10,Ballast,Railway,m3,3065.3937818795407
2025-05-13,Laying steel rail,Railway,m,2166.953772815198
2025-08-30,Coat preparation,Road,L,2129.589059700102
2025-02-06,Removing trees,Building,m2,4994.7774655490075
2025-12-29,Pavement,Road,m2,40.66604945391017
2025-03-16,Cement making,Building,m3,1684.2238276658834
2025-07-20,Coat preparation,Road,L,2722.549152290823
2025-07-05,Cement making,Building,m3,41.92195893758688
2025-04-01,Anchorage,Railway,m2,1567.0878841888175
2025-02-24,Subbase application,Road,m2,3077.215798920848
2025-10-01,Removing trees,Building,m2,4071.1434625610086
2025-10-04,Anchorage,Railway,m2,2796.9003705681666
2025-09-20,Foundation pouring,Building,m3,4317.222620263962
2025-03-26,Subbase application,Road,m2,3764.7238242329186
2025-08-27,Removing trees,Building,m2,976.1540836574434
2025-02-13,Ballast,Railway,m3,1941.3036958235014
2025-07-12,Rolling/Tractor,Road,m2,4366.2992247688335
2025-06-28,Cement making,Building,m3,2054.7327368296287
2025-12-07,Laying steel rail,Railway,m,1875.4870053915117
2025-01-17,Walling,Building,m2,3951.795761570844
2025-12-23,Laying steel rail,Railway,m,4443.3781539211395
2025-01-04,Rolling/Tractor,Road,m2,3115.687962279792
2025-01-10,Cement making,Building,m3,4314.267377801816
2025-12-09,Coat preparation,Road,L,3301.5689277777665
2025-12-15,Foundation pouring,Building,m3,2451.2713082970513
2025-04-06,Walling,Building,m2,4201.251925317345
2025-09-28,Foundation pouring,Building,m3,3697.163245592881
2025-07-26,Subbase application,Road,m2,3289.7245786243684
2025-05-16,Pavement,Road,m2,366.39138775722336
2025-06-18,Anchorage,Railway,m2,3787.8206768420364
2025-09-04,Ballast,Railway,m3,3645.537163405231
2025-07-14,Walling,Building,m2,2677.864945398143
2025-05-23,Walling,Building,m2,3200.9956763850805
2025-05-15,Anchorage,Railway,m2,285.0457477422297
2025-12-05,Coat preparation,Road,L,4275.192647591285
2025-04-05,Removing trees,Building,m2,2361.0435855419278
2025-09-08,Coat preparation,Road,L,4375.3278136520175
2025-05-16,Terrain leveling,Building,m3,4324.338194025903
2025-02-07,Removing trees,Building,m2,1297.3943290608563
2025-11-17,Pavement,Road,m2,191.81411660168902
2025-10-11,Pavement,Road,m2,1605.9491007400945
2025-10-31,Terrain leveling,Building,m3,4318.803331758903
2025-05-20,Pavement,Road,m2,4026.5044689058354
2025-12-21,Cement making,Building,m3,811.4752156890986
2025-03-06,Ballast,Railway,m3,1269.0932678697814
2025-07-05,Cement making,Building,m3,3020.286408602757
2025-09-19,Rolling/Tractor,Road,m2,4151.995823043738
2025-07-20,Laying steel rail,Railway,m,921.7075478380387
2025-11-02,Removing trees,Building,m2,4144.16399020999
2025-06-03,Cement making,Building,m3,3175.180112657432
2025-01-27,Terrain leveling,Building,m3,4500.758655518066
2025-07-22,Rolling/Tractor,Road,m2,3852.652838170325
2025-11-21,Anchorage,Railway,m2,1482.5348564305812
2025-11-10,Foundation pouring,Building,m3,3100.3775501530718
2025-09-19,Foundation pouring,Building,m3,2977.5420677352527
2025-03-10,Cement making,Building,m3,550.0828205083358
2025-05-06,Terrain leveling,Building,m3,2480.6029418802395
2025-03-21,Walling,Building,m2,3064.225587464056
2025-07-23,Laying steel rail,Railway,m,1427.0252913532177
2025-06-24,Subbase application,Road,m2,2214.661850694333
2025-12-22,Subbase application,Road,m2,2463.5803045093176
2025-12-20,Coat preparation,Road,L,764.563441012398
2025-05-08,Pavement,Road,m2,2310.4358938139844
2025-03-09,Laying steel rail,Railway,m,2780.406218202058
2025-04-21,Foundation pouring,Building,m3,407.80480873813974
2025-10-16,Laying steel rail,Railway,m,3946.906923357606
2025-08-11,Laying steel rail,Railway,m,2832.7906554262977
2025-07-22,Subbase application,Road,m2,2217.2931497420195
